municipality_code,municipality_name,issue_year,numerator_period_start,numerator_period_end,reported_lyme_cases,population_total_on_1_january,incidence_per_100000,denominator_status
115,Starše,2023,2023-01-02,2023-12-25,0,4132,0,valid
115,Starše,2024,2024-01-01,2024-12-30,4,4148,96.4320154291,valid
116,Sveti Jurij ob Ščavnici,2016,2016-01-04,2016-12-26,18,2863,628.7111421586,valid
116,Sveti Jurij ob Ščavnici,2017,2017-01-02,2017-12-25,27,2827,955.0760523523,valid
116,Sveti Jurij ob Ščavnici,2018,2018-01-01,2018-12-31,28,2830,989.3992932862,valid
116,Sveti Jurij ob Ščavnici,2019,2019-01-07,2019-12-30,22,2806,784.034212402,valid
116,Sveti Jurij ob Ščavnici,2020,2020-01-06,2020-12-28,26,2782,934.5794392523,valid
116,Sveti Jurij ob Ščavnici,2021,2021-01-04,2021-12-27,9,2834,317.572335921,valid
116,Sveti Jurij ob Ščavnici,2022,2022-01-03,2022-12-26,9,2855,315.2364273205,valid
116,Sveti Jurij ob Ščavnici,2023,2023-01-02,2023-12-25,3,2816,106.5340909091,valid
116,Sveti Jurij ob Ščavnici,2024,2024-01-01,2024-12-30,5,2790,179.2114695341,valid
117,Šenčur,2016,2016-01-04,2016-12-26,27,8580,314.6853146853,valid
117,Šenčur,2017,2017-01-02,2017-12-25,30,8557,350.5901601028,valid
117,Šenčur,2018,2018-01-01,2018-12-31,43,8592,500.4655493482,valid
117,Šenčur,2019,2019-01-07,2019-12-30,18,8650,208.0924855491,valid
117,Šenčur,2020,2020-01-06,2020-12-28,50,8814,567.2793283413,valid
117,Šenčur,2021,2021-01-04,2021-12-27,28,8829,317.136708574,valid
117,Šenčur,2022,2022-01-03,2022-12-26,34,8893,382.3231755313,valid
117,Šenčur,2023,2023-01-02,2023-12-25,11,8939,123.0562702763,valid
117,Šenčur,2024,2024-01-01,2024-12-30,19,8786,216.2531299795,valid
118,Šentilj,2016,2016-01-04,2016-12-26,12,8339,143.9021465404,valid
118,Šentilj,2017,2017-01-02,2017-12-25,16,8371,191.1360649863,valid
118,Šentilj,2018,2018-01-01,2018-12-31,20,8521,234.7142354184,valid
118,Šentilj,2019,2019-01-07,2019-12-30,19,8438,225.1718416686,valid
118,Šentilj,2020,2020-01-06,2020-12-28,34,8351,407.1368698359,valid
118,Šentilj,2021,2021-01-04,2021-12-27,5,8375,59.7014925373,valid
118,Šentilj,2022,2022-01-03,2022-12-26,14,8367,167.3240109956,valid
118,Šentilj,2023,2023-01-02,2023-12-25,5,8403,59.50255861,valid
118,Šentilj,2024,2024-01-01,2024-12-30,8,8475,94.395280236,valid
119,Šentjernej,2016,2016-01-04,2016-12-26,8,6993,114.4001144001,valid
119,Šentjernej,2017,2017-01-02,2017-12-25,17,7094,239.6391316606,valid
119,Šentjernej,2018,2018-01-01,2018-12-31,34,7062,481.4500141603,valid
119,Šentjernej,2019,2019-01-07,2019-12-30,12,7125,168.4210526316,valid
119,Šentjernej,2020,2020-01-06,2020-12-28,40,7199,555.6327267676,valid
119,Šentjernej,2021,2021-01-04,2021-12-27,13,7225,179.9307958478,valid
119,Šentjernej,2022,2022-01-03,2022-12-26,13,7247,179.3845729267,valid
119,Šentjernej,2023,2023-01-02,2023-12-25,10,7356,135.9434475258,valid
119,Šentjernej,2024,2024-01-01,2024-12-30,15,7418,202.2108385009,valid
120,Šentjur,2016,2016-01-04,2016-12-26,47,18990,247.4986835176,valid
120,Šentjur,2017,2017-01-02,2017-12-25,42,19001,221.0409978422,valid
120,Šentjur,2018,2018-01-01,2018-12-31,75,18971,395.3402561805,valid
120,Šentjur,2019,2019-01-07,2019-12-30,43,19084,225.3196394886,valid
120,Šentjur,2020,2020-01-06,2020-12-28,86,19225,447.3342002601,valid
120,Šentjur,2021,2021-01-04,2021-12-27,29,19378,149.6542470843,valid
120,Šentjur,2022,2022-01-03,2022-12-26,33,19378,170.2962121994,valid
120,Šentjur,2023,2023-01-02,2023-12-25,13,19482,66.7282619854,valid
120,Šentjur,2024,2024-01-01,2024-12-30,23,19579,117.4728024925,valid
121,Škocjan,2016,2016-01-04,2016-12-26,7,3236,216.3164400494,valid
121,Škocjan,2017,2017-01-02,2017-12-25,4,3267,122.4364860728,valid
121,Škocjan,2018,2018-01-01,2018-12-31,10,3261,306.6544004906,valid
121,Škocjan,2019,2019-01-07,2019-12-30,7,3290,212.7659574468,valid
121,Škocjan,2020,2020-01-06,2020-12-28,2,3352,59.6658711217,valid
121,Škocjan,2021,2021-01-04,2021-12-27,1,3429,29.163021289,valid
121,Škocjan,2022,2022-01-03,2022-12-26,3,3419,87.7449546651,valid
121,Škocjan,2023,2023-01-02,2023-12-25,5,3423,146.0706982179,valid
121,Škocjan,2024,2024-01-01,2024-12-30,8,3478,230.0172512938,valid
122,Škofja Loka,2016,2016-01-04,2016-12-26,68,22927,296.5935360056,valid
122,Škofja Loka,2017,2017-01-02,2017-12-25,82,22935,357.5321560933,valid
122,Škofja Loka,2018,2018-01-01,2018-12-31,141,22919,615.2100877002,valid
122,Škofja Loka,2019,2019-01-07,2019-12-30,72,23076,312.0124804992,valid
122,Škofja Loka,2020,2020-01-06,2020-12-28,133,23297,570.8889556595,valid
122,Škofja Loka,2021,2021-01-04,2021-12-27,33,23462,140.6529707612,valid
122,Škofja Loka,2022,2022-01-03,2022-12-26,58,23622,245.533824401,valid
122,Škofja Loka,2023,2023-01-02,2023-12-25,33,23779,138.7779132848,valid
122,Škofja Loka,2024,2024-01-01,2024-12-30,36,23901,150.6213129158,valid
123,Škofljica,2016,2016-01-04,2016-12-26,34,10618,320.2109625165,valid
123,Škofljica,2017,2017-01-02,2017-12-25,40,10917,366.4010259229,valid
123,Škofljica,2018,2018-01-01,2018-12-31,58,11098,522.6166876915,valid
123,Škofljica,2019,2019-01-07,2019-12-30,21,11180,187.8354203936,valid
123,Škofljica,2020,2020-01-06,2020-12-28,52,11577,449.1664507213,valid
123,Škofljica,2021,2021-01-04,2021-12-27,22,11657,188.7278030368,valid
123,Škofljica,2022,2022-01-03,2022-12-26,33,11666,282.8733070461,valid
123,Škofljica,2023,2023-01-02,2023-12-25,13,11897,109.2712448516,valid
123,Škofljica,2024,2024-01-01,2024-12-30,29,12017,241.324789881,valid
124,Šmarje pri Jelšah,2016,2016-01-04,2016-12-26,9,10260,87.7192982456,valid
124,Šmarje pri Jelšah,2017,2017-01-02,2017-12-25,13,10253,126.7921583927,valid
124,Šmarje pri Jelšah,2018,2018-01-01,2018-12-31,26,10227,254.2290016623,valid
124,Šmarje pri Jelšah,2019,2019-01-07,2019-12-30,8,10256,78.0031201248,valid
124,Šmarje pri Jelšah,2020,2020-01-06,2020-12-28,13,10271,126.5699542401,valid
124,Šmarje pri Jelšah,2021,2021-01-04,2021-12-27,6,10375,57.8313253012,valid
124,Šmarje pri Jelšah,2022,2022-01-03,2022-12-26,1,10361,9.651578033,valid
124,Šmarje pri Jelšah,2023,2023-01-02,2023-12-25,9,10505,85.6734888149,valid
124,Šmarje pri Jelšah,2024,2024-01-01,2024-12-30,8,10573,75.6644282607,valid
125,Šmartno ob Paki,2016,2016-01-04,2016-12-26,5,3240,154.3209876543,valid
125,Šmartno ob Paki,2017,2017-01-02,2017-12-25,2,3203,62.4414611302,valid
125,Šmartno ob Paki,2018,2018-01-01,2018-12-31,4,3224,124.0694789082,valid
125,Šmartno ob Paki,2019,2019-01-07,2019-12-30,9,3261,275.9889604416,valid
125,Šmartno ob Paki,2020,2020-01-06,2020-12-28,1,3265,30.6278713629,valid
125,Šmartno ob Paki,2021,2021-01-04,2021-12-27,0,3278,0,valid
125,Šmartno ob Paki,2022,2022-01-03,2022-12-26,2,3324,60.1684717208,valid
125,Šmartno ob Paki,2023,2023-01-02,2023-12-25,0,3369,0,valid
125,Šmartno ob Paki,2024,2024-01-01,2024-12-30,1,3379,29.594554602,valid
126,Šoštanj,2016,2016-01-04,2016-12-26,18,8705,206.7777139575,valid
126,Šoštanj,2017,2017-01-02,2017-12-25,3,8641,34.7182039116,valid
126,Šoštanj,2018,2018-01-01,2018-12-31,13,8667,149.9942309911,valid
126,Šoštanj,2019,2019-01-07,2019-12-30,5,8701,57.4646592346,valid
126,Šoštanj,2020,2020-01-06,2020-12-28,28,8784,318.7613843352,valid
126,Šoštanj,2021,2021-01-04,2021-12-27,8,8847,90.4261331525,valid
126,Šoštanj,2022,2022-01-03,2022-12-26,8,8822,90.6823849467,valid
126,Šoštanj,2023,2023-01-02,2023-12-25,2,9064,22.0653133274,valid
126,Šoštanj,2024,2024-01-01,2024-12-30,6,9132,65.703022339,valid
127,Štore,2016,2016-01-04,2016-12-26,4,4239,94.3618778014,valid
127,Štore,2017,2017-01-02,2017-12-25,3,4242,70.7213578501,valid
127,Štore,2018,2018-01-01,2018-12-31,10,4257,234.9072116514,valid
127,Štore,2019,2019-01-07,2019-12-30,5,4616,108.3188908146,valid
127,Štore,2020,2020-01-06,2020-12-28,11,4529,242.8792227865,valid
127,Štore,2021,2021-01-04,2021-12-27,2,4477,44.6727719455,valid
127,Štore,2022,2022-01-03,2022-12-26,1,4396,22.7479526843,valid
127,Štore,2023,2023-01-02,2023-12-25,1,4466,22.3914017017,valid
127,Štore,2024,2024-01-01,2024-12-30,0,4452,0,valid
128,Tolmin,2016,2016-01-04,2016-12-26,47,11281,416.6297314068,valid
128,Tolmin,2017,2017-01-02,2017-12-25,48,11211,428.1509232004,valid
128,Tolmin,2018,2018-01-01,2018-12-31,91,11147,816.3631470351,valid
128,Tolmin,2019,2019-01-07,2019-12-30,44,11073,397.3629549354,valid
128,Tolmin,2020,2020-01-06,2020-12-28,117,11003,1063.3463600836,valid
128,Tolmin,2021,2021-01-04,2021-12-27,41,11018,372.118351788,valid
128,Tolmin,2022,2022-01-03,2022-12-26,73,10953,666.4840682918,valid
128,Tolmin,2023,2023-01-02,2023-12-25,26,10899,238.5539957794,valid
128,Tolmin,2024,2024-01-01,2024-12-30,70,10838,645.8756228086,valid
129,Trbovlje,2016,2016-01-04,2016-12-26,28,16339,171.369116837,valid
129,Trbovlje,2017,2017-01-02,2017-12-25,25,16221,154.1212009124,valid
129,Trbovlje,2018,2018-01-01,2018-12-31,70,16052,436.0827311238,valid
129,Trbovlje,2019,2019-01-07,2019-12-30,22,16018,137.3454863279,valid
129,Trbovlje,2020,2020-01-06,2020-12-28,69,16105,428.438373176,valid
129,Trbovlje,2021,2021-01-04,2021-12-27,6,16024,37.4438342486,valid
129,Trbovlje,2022,2022-01-03,2022-12-26,3,15893,18.8762348204,valid
129,Trbovlje,2023,2023-01-02,2023-12-25,2,15958,12.5328988595,valid
129,Trbovlje,2024,2024-01-01,2024-12-30,9,16000,56.25,valid
130,Trebnje,2016,2016-01-04,2016-12-26,17,12354,137.6072527117,valid
130,Trebnje,2017,2017-01-02,2017-12-25,17,12522,135.7610605335,valid
130,Trebnje,2018,2018-01-01,2018-12-31,45,12662,355.3940925604,valid
130,Trebnje,2019,2019-01-07,2019-12-30,18,12903,139.5024412927,valid
130,Trebnje,2020,2020-01-06,2020-12-28,43,13133,327.4194776517,valid
130,Trebnje,2021,2021-01-04,2021-12-27,14,13310,105.1840721262,valid
130,Trebnje,2022,2022-01-03,2022-12-26,15,13413,111.8318049653,valid
130,Trebnje,2023,2023-01-02,2023-12-25,12,13477,89.0405876679,valid
130,Trebnje,2024,2024-01-01,2024-12-30,19,13574,139.9734787093,valid
131,Tržič,2016,2016-01-04,2016-12-26,28,14872,188.2732651963,valid
131,Tržič,2017,2017-01-02,2017-12-25,49,14870,329.522528581,valid
131,Tržič,2018,2018-01-01,2018-12-31,34,14766,230.2587024245,valid
131,Tržič,2019,2019-01-07,2019-12-30,84,14880,564.5161290323,valid
131,Tržič,2020,2020-01-06,2020-12-28,21,14961,140.3649488671,valid
131,Tržič,2021,2021-01-04,2021-12-27,5,15054,33.2137637837,valid
131,Tržič,2022,2022-01-03,2022-12-26,16,15011,106.5885017654,valid
131,Tržič,2023,2023-01-02,2023-12-25,10,15058,66.4098817904,valid
131,Tržič,2024,2024-01-01,2024-12-30,28,15120,185.1851851852,valid
132,Turnišče,2016,2016-01-04,2016-12-26,12,3263,367.7597303095,valid
132,Turnišče,2017,2017-01-02,2017-12-25,13,3248,400.2463054187,valid
132,Turnišče,2018,2018-01-01,2018-12-31,8,3206,249.5321272614,valid
132,Turnišče,2019,2019-01-07,2019-12-30,10,3194,313.0870381966,valid
132,Turnišče,2020,2020-01-06,2020-12-28,12,3145,381.5580286169,valid
132,Turnišče,2021,2021-01-04,2021-12-27,9,3190,282.131661442,valid
132,Turnišče,2022,2022-01-03,2022-12-26,7,3153,222.0107833809,valid
132,Turnišče,2023,2023-01-02,2023-12-25,10,3163,316.1555485299,valid
132,Turnišče,2024,2024-01-01,2024-12-30,7,3123,224.1434518092,valid
133,Velenje,2016,2016-01-04,2016-12-26,35,32747,106.8800195438,valid
133,Velenje,2017,2017-01-02,2017-12-25,40,32718,122.2568616664,valid
133,Velenje,2018,2018-01-01,2018-12-31,66,32802,201.2072434608,valid
133,Velenje,2019,2019-01-07,2019-12-30,24,33293,72.0872255429,valid
133,Velenje,2020,2020-01-06,2020-12-28,22,33656,65.3672450677,valid
133,Velenje,2021,2021-01-04,2021-12-27,7,33715,20.7622719858,valid
133,Velenje,2022,2022-01-03,2022-12-26,11,33548,32.7888398712,valid
133,Velenje,2023,2023-01-02,2023-12-25,4,33474,11.9495728028,valid
133,Velenje,2024,2024-01-01,2024-12-30,2,33775,5.9215396003,valid
134,Velike Lašče,2016,2016-01-04,2016-12-26,13,4264,304.8780487805,valid
134,Velike Lašče,2017,2017-01-02,2017-12-25,18,4303,418.3128050198,valid
134,Velike Lašče,2018,2018-01-01,2018-12-31,32,4303,743.667208924,valid
134,Velike Lašče,2019,2019-01-07,2019-12-30,17,4351,390.7147782119,valid
134,Velike Lašče,2020,2020-01-06,2020-12-28,32,4410,725.6235827664,valid
134,Velike Lašče,2021,2021-01-04,2021-12-27,18,4520,398.2300884956,valid
134,Velike Lašče,2022,2022-01-03,2022-12-26,54,4584,1178.0104712042,valid
134,Velike Lašče,2023,2023-01-02,2023-12-25,29,4520,641.592920354,valid
134,Velike Lašče,2024,2024-01-01,2024-12-30,33,4537,727.35287635,valid
135,Videm,2016,2016-01-04,2016-12-26,6,5481,109.4690749863,valid
135,Videm,2017,2017-01-02,2017-12-25,11,5523,199.1671193192,valid
135,Videm,2018,2018-01-01,2018-12-31,12,5538,216.684723727,valid
135,Videm,2019,2019-01-07,2019-12-30,7,5568,125.7183908046,valid
135,Videm,2020,2020-01-06,2020-12-28,12,5625,213.3333333333,valid
135,Videm,2021,2021-01-04,2021-12-27,5,5684,87.9662209711,valid
135,Videm,2022,2022-01-03,2022-12-26,2,5601,35.7079093019,valid
135,Videm,2023,2023-01-02,2023-12-25,2,5614,35.6252226576,valid
135,Videm,2024,2024-01-01,2024-12-30,3,5598,53.59056806,valid
136,Vipava,2016,2016-01-04,2016-12-26,28,5605,499.5539696699,valid
136,Vipava,2017,2017-01-02,2017-12-25,33,5615,587.7114870882,valid
136,Vipava,2018,2018-01-01,2018-12-31,48,5580,860.2150537634,valid
136,Vipava,2019,2019-01-07,2019-12-30,32,5600,571.4285714286,valid
136,Vipava,2020,2020-01-06,2020-12-28,69,5703,1209.8895318254,valid
136,Vipava,2021,2021-01-04,2021-12-27,29,5767,502.8611062944,valid
136,Vipava,2022,2022-01-03,2022-12-26,56,5822,961.8687736173,valid
136,Vipava,2023,2023-01-02,2023-12-25,19,5867,323.8452360661,valid
136,Vipava,2024,2024-01-01,2024-12-30,22,5891,373.4510269903,valid
137,Vitanje,2016,2016-01-04,2016-12-26,6,2269,264.4336712208,valid
137,Vitanje,2017,2017-01-02,2017-12-25,6,2271,264.2007926024,valid
137,Vitanje,2018,2018-01-01,2018-12-31,11,2251,488.671701466,valid
137,Vitanje,2019,2019-01-07,2019-12-30,6,2262,265.2519893899,valid
137,Vitanje,2020,2020-01-06,2020-12-28,24,2272,1056.338028169,valid
137,Vitanje,2021,2021-01-04,2021-12-27,1,2267,44.1111601235,valid
137,Vitanje,2022,2022-01-03,2022-12-26,0,2266,0,valid
137,Vitanje,2023,2023-01-02,2023-12-25,2,2242,89.2060660125,valid
137,Vitanje,2024,2024-01-01,2024-12-30,1,2238,44.6827524576,valid
138,Vodice,2016,2016-01-04,2016-12-26,14,4804,291.4238134888,valid
138,Vodice,2017,2017-01-02,2017-12-25,15,4831,310.4947215897,valid
138,Vodice,2018,2018-01-01,2018-12-31,33,4861,678.8726599465,valid
138,Vodice,2019,2019-01-07,2019-12-30,10,4958,201.694231545,valid
138,Vodice,2020,2020-01-06,2020-12-28,22,4985,441.3239719157,valid
138,Vodice,2021,2021-01-04,2021-12-27,6,4983,120.4093919326,valid
138,Vodice,2022,2022-01-03,2022-12-26,8,4974,160.8363490149,valid
138,Vodice,2023,2023-01-02,2023-12-25,13,5123,253.7575639274,valid
138,Vodice,2024,2024-01-01,2024-12-30,13,5201,249.9519323207,valid
139,Vojnik,2016,2016-01-04,2016-12-26,14,8685,161.1974668969,valid
139,Vojnik,2017,2017-01-02,2017-12-25,16,8725,183.3810888252,valid
139,Vojnik,2018,2018-01-01,2018-12-31,26,8732,297.7553825011,valid
139,Vojnik,2019,2019-01-07,2019-12-30,7,8801,79.5364163163,valid
139,Vojnik,2020,2020-01-06,2020-12-28,29,8907,325.5866172673,valid
139,Vojnik,2021,2021-01-04,2021-12-27,8,9009,88.8000888001,valid
139,Vojnik,2022,2022-01-03,2022-12-26,4,9063,44.1354959726,valid
139,Vojnik,2023,2023-01-02,2023-12-25,2,9146,21.8674830527,valid
139,Vojnik,2024,2024-01-01,2024-12-30,4,9219,43.388653867,valid
140,Vrhnika,2016,2016-01-04,2016-12-26,40,16848,237.4169040836,valid
140,Vrhnika,2017,2017-01-02,2017-12-25,51,16907,301.6502040575,valid
140,Vrhnika,2018,2018-01-01,2018-12-31,83,16978,488.8679467546,valid
140,Vrhnika,2019,2019-01-07,2019-12-30,50,17272,289.4858730894,valid
140,Vrhnika,2020,2020-01-06,2020-12-28,118,17529,673.1701751383,valid
140,Vrhnika,2021,2021-01-04,2021-12-27,45,17613,255.4931016863,valid
140,Vrhnika,2022,2022-01-03,2022-12-26,32,17684,180.954535173,valid
140,Vrhnika,2023,2023-01-02,2023-12-25,59,17923,329.1859621715,valid
140,Vrhnika,2024,2024-01-01,2024-12-30,57,18151,314.0322847226,valid
141,Vuzenica,2016,2016-01-04,2016-12-26,3,2687,111.648678824,valid
141,Vuzenica,2017,2017-01-02,2017-12-25,5,2670,187.265917603,valid
141,Vuzenica,2018,2018-01-01,2018-12-31,9,2685,335.1955307263,valid
141,Vuzenica,2019,2019-01-07,2019-12-30,3,2658,112.8668171558,valid
141,Vuzenica,2020,2020-01-06,2020-12-28,21,2649,792.75198188,valid
141,Vuzenica,2021,2021-01-04,2021-12-27,3,2649,113.2502831257,valid
141,Vuzenica,2022,2022-01-03,2022-12-26,4,2652,150.8295625943,valid
141,Vuzenica,2023,2023-01-02,2023-12-25,7,2667,262.467191601,valid
141,Vuzenica,2024,2024-01-01,2024-12-30,4,2641,151.4577811435,valid
142,Zagorje ob Savi,2016,2016-01-04,2016-12-26,38,16650,228.2282282282,valid
142,Zagorje ob Savi,2017,2017-01-02,2017-12-25,34,16575,205.1282051282,valid
142,Zagorje ob Savi,2018,2018-01-01,2018-12-31,66,16504,399.9030538051,valid
142,Zagorje ob Savi,2019,2019-01-07,2019-12-30,14,16434,85.1892418157,valid
142,Zagorje ob Savi,2020,2020-01-06,2020-12-28,60,16439,364.9857047266,valid
142,Zagorje ob Savi,2021,2021-01-04,2021-12-27,11,16379,67.1591672263,valid
142,Zagorje ob Savi,2022,2022-01-03,2022-12-26,16,16307,98.1173729073,valid
142,Zagorje ob Savi,2023,2023-01-02,2023-12-25,13,16413,79.2055078292,valid
142,Zagorje ob Savi,2024,2024-01-01,2024-12-30,25,16470,151.7911353977,valid
143,Zavrč,2016,2016-01-04,2016-12-26,1,1722,58.0720092915,valid
143,Zavrč,2017,2017-01-02,2017-12-25,1,1819,54.9752611325,valid
143,Zavrč,2018,2018-01-01,2018-12-31,5,1768,282.8054298643,valid
143,Zavrč,2019,2019-01-07,2019-12-30,4,1525,262.2950819672,valid
143,Zavrč,2020,2020-01-06,2020-12-28,3,1479,202.8397565923,valid
143,Zavrč,2021,2021-01-04,2021-12-27,1,1527,65.4878847413,valid
143,Zavrč,2022,2022-01-03,2022-12-26,3,1506,199.203187251,valid
143,Zavrč,2023,2023-01-02,2023-12-25,1,1484,67.3854447439,valid
143,Zavrč,2024,2024-01-01,2024-12-30,0,1478,0,valid
144,Zreče,2016,2016-01-04,2016-12-26,11,6395,172.0093823299,valid
144,Zreče,2017,2017-01-02,2017-12-25,17,6409,265.2519893899,valid
144,Zreče,2018,2018-01-01,2018-12-31,19,6402,296.7822555451,valid
144,Zreče,2019,2019-01-07,2019-12-30,4,6443,62.0828806457,valid
144,Zreče,2020,2020-01-06,2020-12-28,22,6550,335.8778625954,valid
144,Zreče,2021,2021-01-04,2021-12-27,7,6600,106.0606060606,valid
144,Zreče,2022,2022-01-03,2022-12-26,12,6576,182.4817518248,valid
144,Zreče,2023,2023-01-02,2023-12-25,10,6645,150.489089541,valid
144,Zreče,2024,2024-01-01,2024-12-30,9,6653,135.2773185029,valid
146,Železniki,2016,2016-01-04,2016-12-26,24,6705,357.9418344519,valid
146,Železniki,2017,2017-01-02,2017-12-25,21,6675,314.606741573,valid
146,Železniki,2018,2018-01-01,2018-12-31,48,6709,715.4568490088,valid
146,Železniki,2019,2019-01-07,2019-12-30,30,6689,448.4975332636,valid
146,Železniki,2020,2020-01-06,2020-12-28,65,6720,967.2619047619,valid
146,Železniki,2021,2021-01-04,2021-12-27,17,6699,253.7692192865,valid
146,Železniki,2022,2022-01-03,2022-12-26,37,6685,553.4779356769,valid
146,Železniki,2023,2023-01-02,2023-12-25,18,6643,270.9619147975,valid
146,Železniki,2024,2024-01-01,2024-12-30,22,6672,329.7362110312,valid
147,Žiri,2016,2016-01-04,2016-12-26,21,4870,431.2114989733,valid
147,Žiri,2017,2017-01-02,2017-12-25,17,4841,351.1671142326,valid
147,Žiri,2018,2018-01-01,2018-12-31,37,4871,759.5976185588,valid
147,Žiri,2019,2019-01-07,2019-12-30,11,4876,225.5947497949,valid
147,Žiri,2020,2020-01-06,2020-12-28,9,4933,182.4447597811,valid
147,Žiri,2021,2021-01-04,2021-12-27,3,4981,60.2288697049,valid
147,Žiri,2022,2022-01-03,2022-12-26,10,4990,200.4008016032,valid
147,Žiri,2023,2023-01-02,2023-12-25,6,5055,118.6943620178,valid
147,Žiri,2024,2024-01-01,2024-12-30,3,5047,59.441252229,valid
148,Benedikt,2016,2016-01-04,2016-12-26,9,2491,361.3006824568,valid
148,Benedikt,2017,2017-01-02,2017-12-25,10,2486,402.252614642,valid
148,Benedikt,2018,2018-01-01,2018-12-31,12,2514,477.3269689737,valid
148,Benedikt,2019,2019-01-07,2019-12-30,7,2577,271.6336825766,valid
148,Benedikt,2020,2020-01-06,2020-12-28,12,2615,458.8910133843,valid
148,Benedikt,2021,2021-01-04,2021-12-27,6,2614,229.5332823259,valid
148,Benedikt,2022,2022-01-03,2022-12-26,5,2684,186.2891207154,valid
148,Benedikt,2023,2023-01-02,2023-12-25,7,2735,255.9414990859,valid
148,Benedikt,2024,2024-01-01,2024-12-30,5,2728,183.284457478,valid
149,Bistrica ob Sotli,2016,2016-01-04,2016-12-26,6,1365,439.5604395604,valid
149,Bistrica ob Sotli,2017,2017-01-02,2017-12-25,0,1353,0,valid
149,Bistrica ob Sotli,2018,2018-01-01,2018-12-31,1,1346,74.294205052,valid
149,Bistrica ob Sotli,2019,2019-01-07,2019-12-30,0,1327,0,valid
149,Bistrica ob Sotli,2020,2020-01-06,2020-12-28,2,1336,149.7005988024,valid
149,Bistrica ob Sotli,2021,2021-01-04,2021-12-27,0,1356,0,valid
149,Bistrica ob Sotli,2022,2022-01-03,2022-12-26,1,1361,73.4753857458,valid
149,Bistrica ob Sotli,2023,2023-01-02,2023-12-25,0,1354,0,valid
149,Bistrica ob Sotli,2024,2024-01-01,2024-12-30,1,1348,74.1839762611,valid
150,Bloke,2016,2016-01-04,2016-12-26,3,1538,195.0585175553,valid
150,Bloke,2017,2017-01-02,2017-12-25,8,1522,525.6241787122,valid
150,Bloke,2018,2018-01-01,2018-12-31,10,1532,652.7415143603,valid
150,Bloke,2019,2019-01-07,2019-12-30,5,1555,321.5434083601,valid
150,Bloke,2020,2020-01-06,2020-12-28,12,1564,767.26342711,valid
150,Bloke,2021,2021-01-04,2021-12-27,2,1616,123.7623762376,valid
150,Bloke,2022,2022-01-03,2022-12-26,5,1610,310.5590062112,valid
150,Bloke,2023,2023-01-02,2023-12-25,1,1564,63.9386189258,valid
150,Bloke,2024,2024-01-01,2024-12-30,9,1566,574.7126436782,valid
151,Braslovče,2016,2016-01-04,2016-12-26,8,5473,146.1721176686,valid
151,Braslovče,2017,2017-01-02,2017-12-25,13,5556,233.9812814975,valid
151,Braslovče,2018,2018-01-01,2018-12-31,24,5524,434.4677769732,valid
151,Braslovče,2019,2019-01-07,2019-12-30,10,5523,181.0610175629,valid
151,Braslovče,2020,2020-01-06,2020-12-28,24,5639,425.6073771945,valid
151,Braslovče,2021,2021-01-04,2021-12-27,7,5656,123.7623762376,valid
151,Braslovče,2022,2022-01-03,2022-12-26,12,5681,211.2304171801,valid
151,Braslovče,2023,2023-01-02,2023-12-25,12,5723,209.6802376376,valid
151,Braslovče,2024,2024-01-01,2024-12-30,7,5819,120.2955834336,valid
152,Cankova,2016,2016-01-04,2016-12-26,2,1814,110.2535832415,valid
152,Cankova,2017,2017-01-02,2017-12-25,5,1794,278.7068004459,valid
152,Cankova,2018,2018-01-01,2018-12-31,5,1755,284.9002849003,valid
152,Cankova,2019,2019-01-07,2019-12-30,3,1735,172.9106628242,valid
152,Cankova,2020,2020-01-06,2020-12-28,4,1734,230.6805074971,valid
152,Cankova,2021,2021-01-04,2021-12-27,3,1753,171.1351968055,valid
152,Cankova,2022,2022-01-03,2022-12-26,1,1740,57.4712643678,valid
152,Cankova,2023,2023-01-02,2023-12-25,4,1765,226.6288951841,valid
152,Cankova,2024,2024-01-01,2024-12-30,0,1769,0,valid
153,Cerkvenjak,2016,2016-01-04,2016-12-26,1,2044,48.9236790607,valid
153,Cerkvenjak,2017,2017-01-02,2017-12-25,9,2074,433.9440694311,valid
153,Cerkvenjak,2018,2018-01-01,2018-12-31,9,2037,441.8262150221,valid
153,Cerkvenjak,2019,2019-01-07,2019-12-30,9,2058,437.3177842566,valid
153,Cerkvenjak,2020,2020-01-06,2020-12-28,6,2083,288.046087374,valid
153,Cerkvenjak,2021,2021-01-04,2021-12-27,2,2171,92.1234454169,valid
153,Cerkvenjak,2022,2022-01-03,2022-12-26,3,2179,137.6778338687,valid
153,Cerkvenjak,2023,2023-01-02,2023-12-25,6,2216,270.7581227437,valid
153,Cerkvenjak,2024,2024-01-01,2024-12-30,5,2247,222.5189141077,valid
154,Dobje,2016,2016-01-04,2016-12-26,6,981,611.620795107,valid
154,Dobje,2017,2017-01-02,2017-12-25,6,977,614.1248720573,valid
154,Dobje,2018,2018-01-01,2018-12-31,3,965,310.8808290155,valid
154,Dobje,2019,2019-01-07,2019-12-30,4,966,414.0786749482,valid
154,Dobje,2020,2020-01-06,2020-12-28,10,949,1053.7407797682,valid
154,Dobje,2021,2021-01-04,2021-12-27,1,934,107.0663811563,valid
154,Dobje,2022,2022-01-03,2022-12-26,4,942,424.6284501062,valid
154,Dobje,2023,2023-01-02,2023-12-25,1,969,103.1991744066,valid
